filenm,emotion,text,labels
M_002398,슬픔,코로나 때문에 아이들이 밖에서 놀지 못해서 슬퍼.,4
M_002399,슬픔,항상 부인에게 잘해주지 못해 늘 미안해.,4
M_002400,슬픔,가정법원에 다녀왔어.,4
M_002401,슬픔,얼마 전에 아내가 이 세상을 떠났어.,4
M_002402,슬픔,엄마가 아프시다는데 내가 어떻게 해야 할지 모르겠어.,4
M_002403,슬픔,부부 사이가 예전보다 소홀해진 것 같아.,4
M_002404,슬픔,자식들은 이제 나를 우러러보지 않는 것 같아.,4
M_002405,슬픔,우산을 챙겨오지 않아 가족들에게 연락을 했지만 모두 시간이 안 맞는다고 해.,4
M_002406,슬픔,아들이 교통 사고로 오늘 세상을 떠났어.,4
M_002407,슬픔,아내가 암에 걸렸다는 걸 이제야 알게 되었어. 너무 슬퍼.,4
M_002408,슬픔,아내와 아이들이 해외로 유학을 간 기간이 길어지는 만큼 사이가 더 서먹해지는 것 같아.,4
M_002409,슬픔,목소리라도 듣고 싶어 자식들에게 전화를 해도 바쁘다고 오래 통화하지 못하네.,4
M_002410,슬픔,여기 저기 아프다고 하는 아내를 그 전부터 잘 챙겨주지 못한 것이 후회돼.,4
M_002411,슬픔,어제까지 다음에 보자고 연락한 친구가 오늘 죽었다는 소식을 들었어.,4
M_002412,슬픔,나는 왜 이런 만성질환을 갖고 있는지 정말 화가나.,4
M_002413,슬픔,친구가 아내가 죽은 뒤 얼마 지나지 않아 고독사로 떠나버려서 나는 정말 안타깝고 슬프네.,4
M_002414,슬픔,아내가 알츠하이머병이 심해져 내 말을 잘 기억하지 못해서 너무 슬퍼.,4
M_002415,슬픔,갑작스러운 암 판정 때문에 너무 속상하고 슬퍼.,4
M_002416,슬픔,전립선비대증 진단이 나와서 슬프네.,4
M_002417,슬픔,전에는 나보다 나이 많은 선배들이 많아서 대화도 되고 소통이 되어 좋았어. 근데 이젠 점점 대화할 선배들이 줄어들어서 속상해.,4
M_002418,슬픔,건강이 마비된 느낌이야.,4
M_002419,슬픔,은퇴하고 몸이 아프니 마음이 가난해지는것 같아.,4
M_002420,슬픔,어제 장례식장 다녀워서 기분이 착잡해.,4
M_002421,슬픔,이런저런 죽음을 많이 보게 되니 슬퍼.,4
M_002422,슬픔,나이가 들면 병들고 죽는 것이 인생인가?,4
M_002423,슬픔,회사 동료였던 이 부장이 퇴직하고 얼마 안 지나서 고혈압으로 쓰려졌어.,4
M_002424,슬픔,나이가 들고 나니 아내와 병원 찾는 날이 잦아졌어.,4
M_002425,슬픔,오랜만에 본 친구가 췌장암으로 고생하는 걸 보니까 마음이 안 좋아.,4
M_002426,슬픔,삼촌이 중풍에 걸린 와중에 아내와 사별까지 했대.,4
M_002427,슬픔,고등학교 은사님이 폐암으로 어제 돌아가셨어.,4
M_002428,슬픔,내 수술비 때문에 딸이 사채에 손을 댔대.,4
M_002429,슬픔,결국 매형이 치매로 인해 누나의 존재마저 잊어버리게 됐어.,4
M_002430,슬픔,술을 너무나도 좋아하던 친구가 간암 때문에 고생하는 모습을 지켜봐야만 하니 안쓰럽고 속상해.,4
M_002431,슬픔,아들을 먼저 보내고 상심하신 친구 어머니 모습이 머리에서 떠나지를 않아.,4
M_002432,기쁨,이번 주에 내 친한 친구의 생일이 있어서 서프라이즈 파티를 열어주고 싶어.,0
M_002433,기쁨,선생님께 편지를 썼는데 아직 드리진 못했어.,0
M_002434,기쁨,다음 주에 친구들이랑 놀러 가기로 해서 기대돼.,0
M_002435,기쁨,어렸을 때 날 괴롭혔었던 친구랑 같은 반이 되어서 얘기를 나눴어.,0
M_002436,기쁨,지난주에 우리 학교에서 폭행 사건이 있었어.,0
M_002437,기쁨,며칠 전에 내가 다른 반 애한테 맞고 있었는데 우리 반 반장이 나타나서 말려줬어.,0
M_002438,기쁨,우리 부모님께서 오늘 우리 반에 햄버거를 돌리셔서 어깨가 으쓱했어.,0
M_002439,기쁨,오늘 친구들이랑 모처럼 진솔하게 얘기하고 화해를 통해 관계를 회복할 수 있어서 좋았어.,0
M_002440,기쁨,오늘 내 친구와 속 깊은 얘기를 나눴어.,0
M_002441,기쁨,오늘 선생님께서 내가 친구들에게 괴롭힘 당하던 걸 몰랐던 사실에 대해 사과하셨어.,0
M_002442,기쁨,선생님께서 오늘 내게 반장선거에 나가보는 게 어떠냐고 따로 불러 말씀하셨어.,0
M_002443,기쁨,내가 요즘 관심이 생긴 애가 있는데 생각만 해도 좋아.,0
M_002444,기쁨,나는 영어실력이 좋아서 친구들이 나에게 영어와 관련된 질문을 할 정도야.,0
M_002445,기쁨,나한테는 비밀을 털어놓을 수 있는 친구가 있어서 기뻐.,0
M_002446,기쁨,국어는 항상 일 등급이 나올 꺼라 굳게 믿어.,0
M_002447,기쁨,공부를 열심히 하면 나도 훌륭한 사람이 될 수 있을 거 같아.,0
M_002448,기쁨,문제를 다 풀면 개념은 확실해질 거라 믿어.,0
M_002449,기쁨,지금 하기 싫은 공부도 언젠가는 도움이 된다고 생각해.,0
M_002450,기쁨,난 절대 음감이 있어서 피아니스트가 되고 싶어.,0
M_002451,기쁨,난 꼭 훌륭한 의사가 될 거라 확신해.,0
M_002452,기쁨,공부는 내가 하고 싶은 일의 밑거름이라고 생각해.,0
M_002453,기쁨,내 곁에 있는 사람들은 언제나 나를 믿고 지지해줘.,0
M_002454,기쁨,내 친구는 내 비밀을 절대 다른 사람에게 말하지 않을 거라 신뢰하고 있어.,0
M_002455,기쁨,십 년 사귄 애인과 나는 연락이 잘 안 돼도 서로 믿고 있어.,0
M_002456,기쁨,오랜만에 친구들을 만나도 어색하지 않고 편하고 재밌어.,0
M_002457,기쁨,내 주변 사람들은 내가 싫어하는 걸 강요하지 않아.,0
M_002458,기쁨,내 얘기를 자기 일처럼 공감해주는 지인들이 있어.,0
M_002459,기쁨,나는 내 주변사람들을 신뢰해.,0
M_002460,기쁨,지인들과의 모임은 재미있고 앞으로도 계속될 거라 생각해.,0
M_002461,기쁨,나와 십년지기친구들은 서로 배려하고 믿고 있어.,0
M_002462,기쁨,수지는 성격이 특이하지만 내게 관심 많이 가져줘서 좋아.,0
M_002463,기쁨,내가 잘하면 나를 좋아하는 사람들이 늘 거야.,0
M_002464,기쁨,내 친구들은 내가 하는 일을 뒤에서 응원해줘.,0
M_002465,기쁨,이 회사가 나의 커리어에 큰 도움이 될 것이라고 확신해.,0
M_002466,기쁨,명성이 좋은 기업이라서 복지시스템도 좋을 것 같아. 신뢰감이 들어.,0
M_002467,기쁨,나는 항상 우리 팀원들과 최고의 성과를 도출해낼 것이라고 믿어.,0
M_002468,기쁨,우리 회사는 직원들에게 최고의 복지를 제공한다고 믿어.,0
M_002469,기쁨,나는 이번 기회에 큰 성과를 거둘 수 있을 거라고 믿어.,0
M_002470,기쁨,이번 출장을 통해 우리 브랜드에 고객 유입이 확대될 거라고 믿어.,0
M_002471,기쁨,엠티를 통해 우리 부서의 친목을 도모할 수 있을 거라 믿어.,0
M_002472,기쁨,나는 우리 과장님만큼 부지런한 사람은 없을 거라고 믿어.,0
M_002473,기쁨,우리 팀은 우리 회사에서 가장 뛰어나다고 믿어.,0
M_002474,기쁨,아들이 날 많이 닮아서 고지식한데 바르게 살려 노력해서 기뻐.,0
M_002475,기쁨,아내는 절대 바람을 피우지 않을 사람이라 믿음직스러워.,0
M_002476,기쁨,성실한 우리 딸은 자신이 원하는 대학교에 무난히 합격할 거 같아. 난 딸을 항상 신뢰해.,0
M_002477,기쁨,아들은 할아버지를 닮아서 노래에 소질이 있어 가수라는 꿈을 이룰 거 같아.,0
M_002478,기쁨,우리 가족들은 매년 내 생일을 잊지 않고 진심으로 축하해줘.,0
M_002479,기쁨,내 아내는 비가 올 때마다 우산을 들고 날 마중 나와.,0
M_002480,기쁨,아들은 공부는 못하지만 좋아하는 것을 할 땐 집중력이 좋아서 무엇을 하든 성공할 것 같아.,0
M_002481,기쁨,딸의 기말 성적이 좀 떨어졌는데 알아서 잘하는 걸 알기에 말을 하지 않았어.,0
M_002482,기쁨,아내에게 가계 관리를 잘해줘서 내가 이렇게라도 잘 사는 거 같아 너무 고마워.,0
M_002483,기쁨,아들이 학교에서 싸움을 했다는데 분명히 이유가 있을 것이야.,0
M_002484,기쁨,내가 일을 하지 않고 정년퇴직을 해도 가족들은 격려를 해줄 것이야.,0
M_002485,기쁨,군대 간 아들이 많이 달라졌고 정말 대견스러워! ,0
M_002486,기쁨,아내가 이번에 우리가 모은 돈으로 부동산을 사겠대.,0
M_002487,기쁨,세상 사람 다 못 믿어도 가족은 믿어야 하잖아?,0
M_002488,기쁨,요즘 제일 걱정되는 게 다음달에 군대 가는 아들이야.,0
M_002489,기쁨,우리 남편은 자기가 한 말은 꼭 지켜. 정말 믿음직스러워.,0
M_002490,기쁨,나는 내 아이들을 믿어!,0
M_002491,기쁨,아이에 대한 아내와의 의견은 항상 일치하는 편이야.,0
M_002492,기쁨,오늘 마스크를 안 가지고 출근했지 뭐야.,0
M_002493,기쁨,아들이 술과 담배는 절대 하지 않기로 약속했으니 꼭 지킬 거야.,0
M_002494,기쁨,아내와 아들한테 신뢰감 있는 가장이 되고 싶어.,0
M_002495,기쁨,우리 아내는 나보다 오래 살 거 같아.,0
M_002496,기쁨,작년부터 먹던 한약이 이제야 효과가 발휘되는 거 같아. 요즘 몸이 개운해지는 게 정말 기뻐.,0
M_002497,기쁨,딸이 챙겨 먹으라고 했던 영양제를 꾸준히 먹고 있는데 괜찮은 것 같아서 기뻐.,0
M_002498,기쁨,가족 중에 별다른 병력도 없고 오래 산 사람들이 많아서 걱정 없이 살 수 있어.,0
M_002499,기쁨,도시에서의 삶이 너무 지쳐서 시골에 정착했는데 벌써부터 건강해지는 기분이 들어.,0
M_002500,기쁨,이십 대부터 지금까지 꾸준히 운동을 해온 덕에 근육량은 오십 대의 사람들보다 높을 거야.,0
M_002501,기쁨,의사의 말대로 무릎 재활 치료를 한다면 금방 평소와 같이 걸을 수 있을 것 같다는 믿음이 생겼어.,0
M_002502,기쁨,친구에게 내가 속이 불편할 때 먹는 약을 알려줬는데 효과가 좋아서 자주 먹는다고 하니 기쁘네.,0
M_002503,기쁨,내가 폐 질환이 없는 게 정말 다행이야,0
M_002504,기쁨,요즘 체력을 키우려고 수영을 배우거든. 이번에 새로 온 수영 선생은 실력이 있는 것 같아서 믿음직스러워.,0
M_002505,기쁨,이번 건강진단에서 나온 질환 때문에 큰 걱정이야.,0
M_002506,기쁨,나이들고 몸이 아파 죽음이 다가온걸 느끼고 있어.,0
M_002507,기쁨,우리 어머니는 연세가 여든이 넘으셨는데 아직 건강하셔.,0
M_002508,기쁨,아내가 챙겨주는 저탄고지 식단때문에 몸이 건강해진 것 같아.,0
M_002509,기쁨,비정규직으로 일하는 공단이라 병걸려도 신경 안쓸줄 알았는데 믿음이 가서 든든하네.,0
M_002510,기쁨,수술후 상태가 많이 양호해졌어.,0
M_002511,기쁨,국가에서 지원해주는 여러 노인복지가 많아서 다행이야.,0
M_002512,기쁨,나는 먹는 것이 건강에 중요하다고 믿고 있어.,0
M_002513,기쁨,내 건강을 상담해 주는 신뢰할 수 있는 의사 선생님이 계셔서 좋아.,0
M_002514,기쁨,작은아들이 이번에 공무원 시험에서 떨어졌어. 하지만 나는 꼭 합격할 거라고 믿어.,0
M_002515,기쁨,상황이 어려웠는데도 불구하고 정액을 믿고 따라준 동업자가 있어서 기반을 잡을 수 있었어.,0
M_002516,기쁨,아빠가 한 달 만에 출장에서 돌아오셔서 기뻐.,0
M_002517,기쁨,아빠가 퇴근하시면서 선물을 사오셨어. 너무 신이 나.,0
M_002518,기쁨,나 방금 엄마한테 이번 달 용돈을 받았다. 신난다!,0
M_002519,기쁨,오늘 누나가 나한테 청소 내기를 하자고 했는데 내가 이겼어.,0
M_002520,기쁨,우리 형이 태권도 선수인데 이번 경기에서 압도적으로 잘해서 승리했어. 너무 기뻐.,0
M_002521,기쁨,오늘 너무 신나는 일이 있어. 드디어 내 방이 생겼어!,0
M_002522,기쁨,엄마가 오늘 내가 갖고 싶었던 신발을 사주셨어. 날아갈 것 같은 기분이야.,0
M_002523,기쁨,드디어 나에게 동생이 생겨서 너무 기뻐.,0
M_002524,기쁨,정말 신나! 오늘 집에 오니 내가 그렇게 바라던 강아지가 있더라고!,0
M_002525,기쁨,부모님이 당분간 집에 안 계실 거라고 친구들을 부르라고 하셨어. 너무 신나.,0
M_002526,기쁨,신난다! 아빠가 오랜만에 외식을 하자고 해서 준비하고 나가는 중이야.,0
M_002527,기쁨,나를 지독하게 괴롭히던 가해자들이 모두 처벌을 받게 됐어. 그래서 기분이 정말 좋아.,0
M_002528,기쁨,드디어 학교 폭력을 이겨내고 나는 학교에서 영웅 취급을 받고 있어서 정말 기뻐.,0
M_002529,기쁨,내가 지켜주고 도와준 친구가 학교폭력을 이겨냈다고 연락이 와서 기분이 정말 좋아.,0
M_002530,기쁨,선생님께서 학교폭력을 이겨낸 내가 자랑스럽다며 수고했다고 안아주셨어. 정말 행복해.,0
M_002531,기쁨,가해자를 피해 전학 온 학교에서 새로운 친구를 사겨서 기분이 좋아.,0
M_002532,기쁨,가해자가 학교를 떠난 뒤 반 친구들과 더 친하게 지낼 수 있어서 행복해.,0
M_002533,기쁨,가해자들이 처벌받아 학교에 나오지 않아서 반 친구들과 오랜만에 재미있게 놀았어.,0
M_002534,기쁨,날 괴롭히던 친구들과 오해가 풀려 다시 친하게 지낼 수 있게 됐어. 정말 행복해.,0
M_002535,기쁨,체육대회 날 날 괴롭히던 친구들과 뒤섞여 축구경기를 하다 보니 다시 사이가 좋아져서 기분이 좋아.,0
M_002536,기쁨,날 괴롭히던 가해자들이 그동안 미안했다며 사과했어. 다시는 그러지 않겠다고 해서 정말 기뻐.,0
M_002537,기쁨,이번에 경력직으로 이직하는데 성공했어.,0
M_002538,기쁨,앞으로 정말 정신없이 바쁠 날만 남았어. 그래도 너무 기뻐.,0
M_002539,기쁨,유럽 여행을 갈까 생각 중이야. 너무 기대돼.,0
M_002540,기쁨,이번 발리 여행은 특히 더 좋았어.,0
M_002541,기쁨,이직한 회사는 분위기가 너무 좋아 일할 맛이 나.,0
M_002542,기쁨,이번 주 금요일에 지점장들과의 미팅이 있어.,0
M_002543,기쁨,부모님께 용돈 보내고 집에 가는 길이라 뿌듯해.,0
M_002544,기쁨,오늘은 정말 잊지 못할 날이야.,0
M_002545,기쁨,어제 기분이 좋아 친구들에게 한턱냈어.,0
M_002546,기쁨,오늘 회식은 내가 쏘기로 했어.,0
M_002547,기쁨,오늘 반가운 소식을 들어서 기분이 좋아.,0
M_002548,기쁨,점심 때 기분이 좋아서 입 꼬리가 내려가지 않더라.,0
M_002549,기쁨,여자 친구는 나만큼 좋아한 남자가 처음이라고 말했어.,0
M_002550,기쁨,결혼 직후 간절히 원하던 주택 청약에 당첨되었어.,0
M_002551,기쁨,아이가 태어난 후 처음으로 아내와 단둘이 여행을 가게 되었어.,0
M_002552,기쁨,아이가 두 발로 걷고 말문을 트는 모습에 감동했어.,0
M_002553,기쁨,가족 여행에서 신나하는 아이의 모습을 보고 나도 덩달아 들떴어.,0
M_002554,기쁨,아내에게 최신형 게임기를 사도 된다고 허락 받았어.,0
M_002555,기쁨,부모님은 오늘 처음 본 여자 친구를 매우 마음에 들어 하셨어.,0
M_002556,기쁨,아내와 같이 응원하던 야구팀이 우승을 했어.,0
M_002557,기쁨,마음속으로 몰래 좋아하던 그녀가 처음으로 나에게 먼저 놀러 가자며 말을 걸어왔어.,0
M_002558,기쁨,아내랑 이게 얼마 만에 보는 영화인지 모르겠어. 오랜만이라 기대가 돼.,0
M_002559,기쁨,낚시라면 질색을 하던 아내가 이번 주말에는 같이 가주겠다고 해서 기뻐.,0
M_002560,기쁨,세상은 정말 좁아. 아들의 대학교수가 내 대학 동기라니 마음이 놓이면서도 반가워서 신이 나.,0
M_002561,기쁨,우리 가족 사진이 동네 사진관 대표 모델로 선정되어 사진관 바깥에 전시되고 있어.,0
M_002562,기쁨,우리 부부가 오랜 시험관 시술 끝에 임신에 성공했어.,0
M_002563,기쁨,올해 아들이 성인이 되어 드디어 부자지간의 술자리를 가져볼 수 있게 되었어.,0
M_002564,기쁨,몇 년 동안 공부에 매달렸던 큰 딸아이가 드디어 이번에 취업을 하게 되었어. 아주 기분이 좋군.,0
M_002565,기쁨,딸이 처음으로 돈 벌어서 나에게 용돈을 줬어!,0
M_002566,기쁨,이번에 아내가 나에게 용돈을 줬어.,0
M_002567,기쁨,나 너무 기분이 좋아.,0
M_002568,기쁨,아이에게 어떻게 칭찬을 해줘야 할지 모르겠어.,0
M_002569,기쁨,어제 우리 아이 지능테스트를 받고 왔는데 결과가 좋아. 너무 신이 나.,0
M_002570,기쁨,너무 기분이 좋아.,0
M_002571,기쁨,아이들이 하나둘 집을 떠나고 나니 아내와 둘이서 생활하게 됐어. 홀가분하고 이제 내가 하고 싶은 거 하며 신나게 살 수 있겠어!,0
M_002572,기쁨,요즘 너무 신이 나서 어제 회사에 커피를 돌렸어.,0
M_002573,기쁨,가족과 소통이 중요한데 서로 이야기를 하는 시간을 만들기가 어려워서 여러 가지 노력을 하고 있어.,0
M_002574,기쁨,우리 딸이 이 번에 대학에 합격했어.,0
M_002575,기쁨,아내가 오토바이 타는 것을 반대해서 오늘 아내 몰래 오토바이를 샀어.,0
M_002576,기쁨,아들이 재수 끝에 원하던 대기업에 합격해서 너무 기뻐.,0
M_002577,기쁨,다음 달에 아내와 아이들과 같이 여행을 가기로 했어. 다같이 가는 여행은 처음이라서 매우 신나.,0
M_002578,기쁨,아이들과의 관계가 더 좋아지고 아내랑도 이제 싸우지 않아 기뻐.,0
M_002579,기쁨,내가 퇴원한다니까 서울 사는 아들이 바쁜데 손수 데리러 온다네.,0
M_002580,기쁨,무릎이 아파 오랫동안 제대로 걸을 수 없었는데 수술하고 제대로 걸을 수 있어 좋아.,0
M_002581,기쁨,요새 시력이 급격히 안 좋아서 내심 걱정했거든.,0
M_002582,기쁨,관절염으로 오래 고생했는데 이제 인공관절 수술을 할 조건이 되었다는 거야.,0
M_002583,기쁨,손자가 오래오래 건강하게 살라고 나한테 영상 편지를 만들어서 보내줘서 행복해.,0
M_002584,기쁨,오늘 등산 모임에서 가는 곳이 내 고향이라 오랜만에 고향 풍경을 볼 생각에 신이 나네.,0
M_002585,기쁨,오늘 병원에 갔는데 의사가 내 근육량이 오십 대 남성보다 낫다고 해서 기분이 좋네.,0
M_002586,기쁨,가벼운 감기에 걸렸었는데 걱정이 된다고 오랜만에 사위와 며느리가 집에 온대. 너무 신나.,0
M_002587,기쁨,한동안 보지 못한 손녀가 날 보러 온다고 해서 너무 기뻐.,0
M_002588,기쁨,아들이 나를 위해 비싼 보약을 지어 와서 너무 고맙고 뿌듯해.,0
M_002589,기쁨,아내가 허리 수술을 해야 하는데 의사가 가능할 것 같다고 하네. 너무 기뻐.,0
M_002590,기쁨,내가 퇴원한다니까 서울 사는 아들이 바쁜데 손수 데리러 온다네.,0
M_002591,기쁨,무릎이 아파 오랫동안 제대로 걸을 수 없었는데 수술하고 제대로 걸을 수 있어 좋아.,0
M_002592,기쁨,요새 시력이 급격히 안 좋아서 내심 걱정했거든.,0
M_002593,기쁨,관절염으로 오래 고생했는데 이제 인공관절 수술을 할 조건이 되었다는 거야.,0
M_002594,기쁨,손자가 오래오래 건강하게 살라고 나한테 영상 편지를 만들어서 보내줘서 행복해.,0
M_002595,기쁨,오늘 등산 모임에서 가는 곳이 내 고향이라 오랜만에 고향 풍경을 볼 생각에 신이 나네.,0
M_002596,기쁨,오늘 병원에 갔는데 의사가 내 근육량이 오십 대 남성보다 낫다고 해서 기분이 좋네.,0
M_002597,기쁨,가벼운 감기에 걸렸었는데 걱정이 된다고 오랜만에 사위와 며느리가 집에 온대. 너무 신나.,0
M_002598,기쁨,한동안 보지 못한 손녀가 날 보러 온다고 해서 너무 기뻐.,0
M_002599,기쁨,아들이 나를 위해 비싼 보약을 지어 와서 너무 고맙고 뿌듯해.,0
M_002600,슬픔,내가 믿었던 친구까지도 중요한 순간에 나를 버리고 가버렸어. 배신감이 들고 속상해.,4
M_002601,슬픔,언제나 내 편일 것 같았던 친구가 등을 돌렸어. 지금 너무 슬퍼.,4
M_002602,슬픔,오늘 처음 학교 갔는데 아무와도 말을 섞지 못해서 실망이야. 기대했는데.,4
M_002603,슬픔,친한 친구가 넘어진 내 손을 잡아주지 않았어. 배신당한 것 같아 속상해.,4
M_002604,슬픔,정말 믿었던 친구가 나를 때렸어. 정말 그런 애인 줄 몰랐는데 말이야. 당황스러워.,4
M_002605,슬픔,아무도 내 이야기를 귀 기울여 들어주지 않아. 답답하고 속상해.,4
M_002606,슬픔,친하게 지낼 수 있을 거 같던 친구가 오늘 다른 애들이랑 나를 따돌려서 너무 속상해.,4
M_002607,슬픔,결국 학교폭력 때문에 자퇴하고 말았어. 이겨낼 수 있을 줄 알았는데 너무 슬퍼.,4
M_002608,슬픔,친구들을 생일파티에 초대했는데 아무도 오지 않았어. 서러워 정말.,4
M_002609,슬픔,옆자리에 앉은 친구에게 말을 걸어보았는데 답이 없었어. 민망하고 당황스럽더라고.,4
M_002610,슬픔,나랑 친했던 친구가 갑자기 내 인사를 보고도 그냥 가버렸어. 너무 당황스러웠어.,4
M_002611,슬픔,나랑 항상 함께하자던 친구들이 나를 배신해서 따돌렸어. 배신감에 펑펑 울었어.,4
M_002612,슬픔,날 괴롭히던 애는 결국 하나도 바뀌지 않았어. 학폭위가 왜 열렸는가 싶어.,4
M_002613,슬픔,날 괴롭히던 애가 학폭위에서 경고만 받았어. 징계를 받을 줄 알았는데.,4
M_002614,슬픔,선생님은 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.,4
M_002615,슬픔,다른 친구들에게 학교폭력 당한 걸 이야기했는데 걔들한테 얘기해서 괴롭힘이 심해졌어. 친구들한테 실망했어.,4
M_002616,슬픔,가족들에게 따돌림 당한 걸 얘기했는데 오히려 나를 꾸짖었어. 가족들에게 실망했어.,4
M_002617,슬픔,학교폭력을 신고했는데 학교는 사실을 덮기에만 급급했어. 속상해.,4
M_002618,슬픔,친구가 그동안 미안했다고 친하게 지내자고 했는데 모두 거짓말이었어. 너무 속상해.,4
M_002619,슬픔,내 가장 친한 친구가 학교 폭력 가해자였어. 너무 실망스러워.,4
M_002620,슬픔,새 친구와 가까워졌다고 생각했는데 알고 보니 학교폭력 가해자였어. 친구한테 실망했어.,4
M_002621,슬픔,입사하기를 꿈꾸던 기업에서 이번에는 채용을 하지 않아서 너무 슬퍼. 한참 더 기다려야 할 것 같아.,4
M_002622,슬픔,난 올해 내가 무조건 승진할 거라고 생각했는데 내 동기가 먼저 승진했어.,4
M_002623,슬픔,입사 후 많은 걸 배울 줄 알았는데 아직도 커피 타고 복사만 하고 있어서 너무 힘들어.,4
M_002624,슬픔,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그냥 더 피곤하기만 해.,4
M_002625,슬픔,대기업에 입사할 줄 알았는데 적성 시험에서 탈락했어. 너무 슬퍼.,4
M_002626,슬픔,공기업 입사를 준비했는데 모두 떨어져서 너무 슬프고 비참해.,4
M_002627,슬픔,교내 취업상담센터에서 상담을 받았는데 상담사가 너무 건성으로 이야기를 들어서 속상했어.,4
M_002628,슬픔,오늘만 잘하면 프로젝트를 끝낼 줄 알았는데 오류가 발생했어. 고치려면 시간이 얼마나 걸릴지 모르겠어.,4
M_002629,슬픔,오늘 회사 입사 첫날이었는데 말을 한마디도 못 했어. 아무도 말을 걸어주지 않았거든.,4
M_002630,슬픔,면접까지 진행이 되어서 이번에는 꼭 붙을 거라고 생각했는데 떨어졌어.,4
M_002631,슬픔,내 전공과 관련이 있어서 직무 변경을 했는데 전혀 관련이 없어서 너무 속상해.,4
M_002632,슬픔,직장에서 내가 생각했던 것처럼 일을 할 수가 없어.,4
M_002633,슬픔,여자 친구가 화장 안 한 모습을 보고 깜짝 놀랐어.,4
M_002634,슬픔,내가 턱걸이를 못해서 허우적거리고 있는데 여자 친구가 실망한 표정이었어.,4
M_002635,슬픔,아내와 함께 영화를 보러 극장에 갔더니 상영 중단돼서 실망했어.,4
M_002636,슬픔,결혼기념일에 특별히 아내에게 대접하려고 예약한 음식점이 생각보다 별로 였어.,4
M_002637,슬픔,여행 준비를 모두 마쳤는데 여자 친구가 급한 일이 생겨서 못 간다고 해서 실망이야.,4
M_002638,슬픔,여자 친구가 내가 준 커플링을 잃어 버렸다고 해서 속상해.,4
M_002639,슬픔,여자 친구가 운전할 때 욕을 너무 많이 해서 실망이야.,4
M_002640,슬픔,아내가 요리 학원을 다닌다고 했는데 차려 준 식사는 여전히 맛이 없어서 실망했어.,4
M_002641,슬픔,임신한 것 같다고 말한 아내가 며칠 뒤 생리를 해서 실망했어.,4
M_002642,슬픔,아들이 지금까지 학원비를 유흥비로 쓴 것을 알게 됐어.,4
M_002643,슬픔,아내가 직장을 다시 다니겠다고 했지만 아직 이력서도 적지 않아.,4
M_002644,슬픔,애들의 성적이 나빠서 아주 실망스러워.,4
M_002645,슬픔,아내가 나 몰래 계속 물건을 사고 있었더라고. ,4
M_002646,슬픔,나 자신에게 너무 실망했어.,4
M_002647,슬픔,아들이 시험 성적이 너무 안나왔어. 실망스러워.,4
M_002648,슬픔,우리 부부는 지금 별거중에 있어.,4
M_002649,슬픔,오늘이 내 생일이라 집에 갔는데 아무도 나를 축하해 주지 않아 실망스러워.,4
M_002650,슬픔,아들에게 실망했어.,4
M_002651,슬픔,아들이 자꾸 말썽만 피워서 너무 속상하고 슬퍼.,4
M_002652,슬픔,어제 결혼기념일이었는데 회사 일로 집에 늦게 들어갔어. 파티하지 못해서 실망스러워.,4
M_002653,슬픔,요즘 우리 아들이 매일 게임만 하고 공부를 하지 않아 실망스럽네.,4
M_002654,슬픔,나 가족 여행 가는 문제로 아내하고 싸웠어.,4
M_002655,슬픔,아들 성적이 안 좋아 걱정이야.,4
M_002656,슬픔,아니 형동이는 왜 영식이만 만나면 티격태격하고 싸우는지 모르겠어.,4
M_002657,슬픔,아들이 학교폭력 가해자인걸 알게 됐어. 내가 잘못 키운 거 같아서 슬퍼.,4
M_002658,슬픔,아내의 바람을 목격했어.,4
M_002659,슬픔,언젠가부터 내 지갑에 돈이 없어지기 시작했는데 그게 아들 때문이었어.,4
M_002660,슬픔,아내가 다이어트를 했다가 포기를 해버렸어.,4
M_002661,슬픔,아들이 나보다 엄마가 좋다고 해서 슬퍼.,4
M_002662,슬픔,딸이 학교도 졸업했는데 취업을 안 해서 슬퍼.,4
M_002663,슬픔,병원이랑 통화하는 걸 몰래 들었는데 아내가 꽤 오랫동안 병원에 다녔어. 이렇게 섭섭하다니.,4
M_002664,슬픔,티브이 방송에서 영양제 광고를 한 게 있어서 샀는데 먹어보니 효과가 별로라 실망했어.,4
M_002665,슬픔,이번 주말에 마누라랑 등산하기로 했는데 피곤하다고 혼자 가라고 해서 실망했어.,4
M_002666,슬픔,건강 챙기려고 운동을 시작하면서 살이 빠지는 줄 알았는데 체중을 재니 별로 안 빠져 실망스러웠어.,4
M_002667,슬픔,노인정 족구대회에서 우승팀이 되지 못해 아쉽고 실망스러워.,4
M_002668,슬픔,내 생일 선물로 아들내미가 안마의자 사준다고 했는데 까먹고 안 사줘서 조금은 실망했어.,4
M_002669,슬픔,가족들이 항암 치료비를 부담스러워하는 것 같아서 스스로 그만뒀어.,4
M_002670,슬픔,입원 전 딸과 사위가 오지 않아 그 둘을 빼고 가족사진을 찍어 마음이 무겁다.,4
M_002671,슬픔,옆 환자에게 간호사가 퇴원하라고 하는데 내가 퇴원하는 것 같이 기쁘다가 갑자기 슬프더라.,4
M_002672,슬픔,골다공증 때문에 부러진 뼈가 아직도 안 붙었어.,4
